# energy dos
1.459699999999999998e+00 2.761400000000000077e+00
1.479700000000000015e+00 3.123200000000000198e+00
1.499699999999999811e+00 3.383000000000000007e+00
1.519800000000000040e+00 3.492199999999999971e+00
1.539800000000000058e+00 3.444999999999999840e+00
1.559799999999999853e+00 3.275999999999999801e+00
1.579799999999999871e+00 3.045700000000000074e+00
1.599799999999999889e+00 2.817099999999999937e+00
1.619899999999999896e+00 2.636000000000000121e+00
1.639899999999999913e+00 2.519699999999999829e+00
1.659899999999999931e+00 2.458099999999999952e+00
1.679899999999999949e+00 2.422800000000000065e+00
1.699899999999999967e+00 2.380399999999999849e+00
1.719999999999999973e+00 2.304699999999999971e+00
1.739999999999999991e+00 2.184699999999999864e+00
1.760000000000000009e+00 2.026600000000000179e+00
1.780000000000000027e+00 1.851399999999999935e+00
1.799999999999999822e+00 1.688600000000000101e+00
1.820100000000000051e+00 1.568599999999999994e+00
1.840099999999999847e+00 1.514999999999999902e+00
1.860099999999999865e+00 1.539600000000000080e+00
1.880099999999999882e+00 1.640500000000000069e+00
1.900099999999999900e+00 1.804300000000000015e+00
1.920199999999999907e+00 2.010099999999999998e+00
1.940199999999999925e+00 2.234399999999999942e+00
1.960199999999999942e+00 2.454600000000000115e+00
1.980199999999999960e+00 2.650799999999999823e+00
2.000299999999999745e+00 2.806999999999999940e+00
2.020299999999999763e+00 2.911999999999999922e+00
2.040299999999999780e+00 2.960999999999999854e+00
2.060299999999999798e+00 2.956799999999999873e+00
2.080299999999999816e+00 2.909600000000000186e+00
2.100400000000000045e+00 2.834000000000000075e+00
2.120400000000000063e+00 2.745999999999999996e+00
2.140400000000000080e+00 2.658799999999999830e+00
2.160400000000000098e+00 2.581700000000000106e+00
2.180400000000000116e+00 2.518600000000000172e+00
2.200499999999999901e+00 2.469100000000000072e+00
2.220499999999999918e+00 2.428900000000000059e+00
2.240499999999999936e+00 2.391599999999999948e+00
2.260499999999999954e+00 2.350800000000000001e+00
2.280499999999999972e+00 2.302099999999999813e+00
2.300599999999999756e+00 2.244499999999999940e+00
2.320599999999999774e+00 2.180200000000000138e+00
2.340599999999999792e+00 2.113100000000000200e+00
2.360599999999999810e+00 2.047899999999999832e+00
2.380599999999999827e+00 1.987800000000000011e+00
